eq_y,eq_d,loss_y,loss_d,terms_added,dict_size,n_selected,S_y,S_d,S_union
(x0 + x0 - x1 - x1 + x2 - x3)*2.5748425,x34*0.14580563,2.7318606,0.83202416,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 + x0 - x1 + x2 - (x1 + x3))*2.5100503,(-x30 + x46)*(0.0206517392128369*x39**2*(x23 - x46)**2 + 0.0689166821448169*x40**2),2.6538343,0.8475718,2,52,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(51)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(51)]"
x2 + x2*1.9474303 + x4 + (-x3 + (x0 - x1)*1.6271682)*3.033053,x33*0.11249592,2.1337366,0.8663978,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 + (x0 + x0 - x1 - x3 - (x1 - x2))*2.589806,(x3 + x42*(x19**2 - 1.9051124))*0.09891127,2.4349103,0.9772349,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
((x0 - x1)*1.6722068 - (-x2 + x3))*3.004343,(x11*x22 - x49*(-x22**2 + x35 + x36))*x32*(-0.12116996),2.2904687,0.9345476,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(20)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(20)]"
x43*0.13908374 + (x2 - x3 + (x0 - x1)*1.712343)*2.9426436,x37**2*(-0.08082692),2.053649,1.0125097,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
-x1 + x4 - (x0*(-1.6423296) + x5) + (x0 - x3 - (x1 - x2))*3.2959197,(x49**2 - (x30*(x37 + x42) + x6 + (x12 + x42)**2))*(-0.066389665)*x32,1.8096114,0.93789715,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x2 - x3 + (x0 - x1)*1.6894058)*2.9646358,x33*(-0.12157284),1.2442573,0.9153549,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x5 + (x0 + (x1*(-1.6628647) + x2 - x3)*0.6035095)*4.9790454,-0.082469*x33**2 + (x30 + x46**2)*x45*0.07786502,2.2346222,0.93553114,2,52,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[np.int64(51)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(51)]"
-x5 - (-x0 + x1 - x4) + (x2 - x3 - (-x0 + x1))*3.4523144,x43*0.14503147,2.0073278,0.9250986,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-(-5.059455)*x0 + (-1.6649399*x1 + x2 - x3)*3.0427332 - 0.021668732,x34*(-0.17028227)*x3,1.9292938,0.90894014,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 + x0 - x1 - x1 + x2 - x3)*2.649088,-0.08280536*x31**2*x46**2*x8,3.1046083,0.90838766,2,52,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8)]"
x4 + (x0 - x1 + (x2 - x3 - 1*0.05657107)*0.6039066)*4.9453087,x21*(x0 - x6)*0.11671661,2.244197,1.0036727,0,50,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(35)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(35)]"
x4 - x5 + (x2 - x3 + (x0 - x1)*1.618326)*3.0790534,x22*(-0.16675468),1.2872506,0.8840231,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 - x1 + (x2 - x3)*0.5990242)*5.021911 + 0.02249305,x8*0.06509911*(x29 + x44)**2,1.2630944,0.8794233,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x2 - x3 - (-1.6457357)*(x0 - x1))*3.0359848,x42*0.14060473*(x26 - x30),2.6807,1.0817966,0,50,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(42)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(42)]"
(x2 - x3 + (x0 - x1)*1.6432422 - 0.00046809032)*3.0758142,x18*(-0.1296956)*x24,2.5373204,0.8201146,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x1*(-4.941016) + (x0 + x2 - (-x0 + x3))*2.6299458,x48*0.11299616*(x17**2*x45**2 - 1.323506),2.6608703,0.8609561,2,52,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 + x0 - x1 - x1 + x2 - x3)*2.5739906,(x0 - x16)*(x14 + x44)*0.11471132,2.3269057,0.88528466,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 - x1 + (x2 - x3)*0.6041505 - 1*(-0.011240957))*5.034339,(x13**2*(-x48 + x49) + x20 - 1*1.2254244)*0.09212474,2.8051167,0.92712766,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x2 - x3 + (x0 - x1)*1.7151293)*2.8922436,-0.090081364*(x3*(x27 + x41 - x48**2) - (x1 - x25 + x38)) - 1*0.049083054,2.3340728,1.0009098,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 - x1 + (x2 - x3 - 1*(-0.18034314))*0.6153539)*4.8751373,x49*x6*(-0.1543317),1.423235,0.9167667,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0 - x1 + x4 - x5 + (x0 - x1 + x2 - x3)*3.4603,0.0194513298745216*x10**4,2.019203,1.0989795,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 + (x1*(-1.6278635) + x2 - x3)*0.6006489)*5.0961447,0.124498904*(x17**2*x7 - x33),2.048639,0.9124098,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x2 - x3 - 1.7049521*(-x0 + x1))*2.9226143 - 0.08554098,x19*(-0.1802052)*x24,2.634663,0.9875089,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
2.9689841*x2 + x3 + x4 - x5 - 4.6189666*(-x0 + x1 + x3),(-x36*(x39 - 1*(-1.1930066)) + x48)*0.11370017,1.8068067,0.9003911,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 - x1 + x2*0.6052007 - 0.60815316*x3)*5.0565925,x4*x6*0.15753005,2.3969758,0.8100175,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x0 - x1 + (x2 - x3)*0.59380364)*5.03486,(x17 + x2*(x17 - 0.82952267))*0.13203457,1.2599028,0.9241379,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + 3.0227067*(x2 - x3 + (x0 - x1)*1.6503917),x19**2*(x16 + x19)*(-0.05695282),1.393571,0.9369473,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x2 - x2 + x4 - x5 + 4.7526727*(x0 - x1 + x2 - 0.6555133*x3),x8*x27*0.15112443,1.3329898,1.0007517,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0 - x1 + x4 - x5 + (x0 - x1 + x2 - x3)*3.515606,0.12330255*x28*log((x31 - 1.2813922)**2),2.152821,0.91874105,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - (x5 - 1*0.034425627) + (x0 + x0 - x1 - x1 + x2 - x3)*2.613385,0.00292837001902106*x7**4*(x36 - (-x16 + x23))**2,1.5571742,0.9291057,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x2 + x2 + x2 - x3 - x3 - x3 + x4 + (x0 - x1)*4.970762,x20*(x41 + x44)*0.14312842,1.8802025,0.94432175,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x1 + x4 + (x0*1.4517926 - x1 + x2 - x3)*3.398017,x20*(-0.14103806),2.1713161,0.94042563,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 - x1 + (x2 - x3)*0.59465104)*5.023203,x14*(-0.13241985),2.2439103,0.95346993,0,50,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(21)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(21)]"
(x0 + x0 - x1 - x1 + x2 - x3)*2.6480978,(-x30 + x8**2*x9)*(x16 + x22 - (x6 - 0.36474657))*x23*0.09505598,2.7244399,0.8286686,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x5 + 2.9151819*(x2 - x3) + (x0 - x1 - 1*0.016221795)*4.965201,x44**2*x3*(-0.13371037),2.107046,0.87668777,1,51,7,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]"
x4 - (x5 + (x2 + (x0 - x1 - 0.5981879*x3)*1.7333581)*(-2.8833296)),x39*x42*(-0.1481183),1.1580498,0.8913133,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x2 - x3 + (x0 - x1)*1.6663288)*3.0039067,(-x20 - x32 + x4**2)*x36*0.097178765,1.2582289,0.97533965,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 + x0 + x1*(-1.8680072) + x2 - x3)*2.6830568,(0.0975723742676929*x10**2)*x31,2.6265419,0.9634499,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
-x5 - (x1*4.888355 - x3) + (x0 + x2*0.6637687 - x3)*4.5490003,(x29 - x43)*(-0.116894044),2.2769268,0.9565699,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 - x1)*4.994916 + (x2 - x3)*2.2815404,0.00014930771231713*x33**4*(-x13 + x33 + 1.4941518)**4,3.0899189,0.9891591,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (x2 - x3 + 1.690577*(x0 - x1))*2.9703414,(0.13008069931568*x17**2)*x37*x4,1.2553176,0.9256912,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 - x5 + (-x2 + x3 - 1.6811311*(x0 - x1))*(-2.9940002),x9*x19*0.15234384,1.111235,0.9225814,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0*5.0548286 - 4.9347577*x1 + x4 - x5 + 2.9950252*(x2 - x3),x49**8*(-0.00014936196),1.297352,0.8927716,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 + x0 - x1 - x1 + x2 - x3)*2.5943162,x20*0.14825456,3.0755486,0.9050423,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x0*5.053835 + (-x1 - x1 + x2 - x3)*2.6375802,0.1209691*x18*x49*x5**2,2.5021398,0.8378228,1,51,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 + x0 - x1 - x1 + x2 - x3)*2.600591,x13*0.11182983*(x1 - x34 + x47),2.6012127,0.95461446,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
x4 + (x0 + x0 - x1 - x1 + x2 - x3)*2.5833464,x42*(-0.16033618)*x10,2.2766702,0.8983419,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0 - x1 + (x2 - x3)*0.6244283)*4.9834833,(x48 - x9)**2*(-0.060297746),2.5096903,0.91471905,0,50,6,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]"
(x0**2 - x1 + (x2**2 - x3)*0.59213036)*5.075981,(0.118571214 - 0.12429686*x40)*(-x3*x36 + x34),1.7777879,0.8296739,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
(-(x2**2 - x3) + (x0**2 - x1 + x2**2 - x3)*2.7707045)*1.7393637,(-x21**2 + x42*x9**2)*0.099504374*x30,2.2325902,0.8462217,4,54,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(52)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(52)]"
5.04853534350916*x0**2 + (-x1 - x1 + x2**2 - x3)*2.6726356,(x33 + x48*(x28 - x32))*0.09338188,2.4263246,0.861424,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
(x0**2 - (x1 - 0.59663874*(x2**2 - x3)))*4.976527,(x12*(-x29 + x34 - x35 + x40) - (-x3 + x35))*0.119868256 - 1*0.05284077,1.6507694,0.9909291,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
-x2**2 + (-x3 + (x0**2 - (x1 - x2**2))*1.5602231)*2.9173837,x49*((x32 + 0.44910046)**2 - 1*1.958479)*(-0.12884665),2.7145169,0.9431427,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x3 + (x2 + x2)**2 + 4.9371023*(x0**2 - x1 - x3),x37**2*(-(-0.114029355)*x31 - 0.07430811),5.30302,1.0274314,2,52,27,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(17), np.int64(21), np.int64(22), np.int64(24), np.int64(27), np.int64(29), np.int64(31), np.int64(37), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]",[np.int64(50)],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(17), np.int64(21), np.int64(22), np.int64(24), np.int64(27), np.int64(29), np.int64(31), np.int64(37), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
-x3 - x3 + (x0**2 - x1 + 0.62474275140489*x2**2)*4.935684,(x18 + x31*(-x2 + x27) + x35)*0.10884695,2.052194,0.93669844,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
3.05806780478224*x2**2 - 2.9444294*x3 + x4 + (x0**2 - x1)*4.90518,(x30 + x33)*(-0.13070485),1.2550218,0.91372114,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x4 - (-1)*5.0189295*(x0**2 - x1) + (x2**2 - x3)*2.9975498,(x33**2*x40**2)*(-0.051152617),1.2644268,0.9322376,4,54,6,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[np.int64(52)],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52)]"
(-(x2**2 - x3) + (x0**2 - x1 + x2**2 - x3)*2.5080032)*1.9928372,x43*0.14503141,2.402709,0.9155586,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
4.91694879549636*x0**2 + x4 - (-(-5.004644)*x1 + (-x2**2 + x3)*3.019067),x3*x34*(-0.17547396),1.0891348,0.9183801,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
-2.954711*x3 + x4 + (x0**2 - x1 + x2**2*0.59721524)*5.0062838,x46**2*x8*(-0.11763402),1.2839845,0.9092687,3,53,6,"[np.int64(1), np.int64(3), np.int64(4), np.int64(8), np.int64(50), np.int64(52)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(8), np.int64(50), np.int64(52)]"
x3 - (x1 + x2**2) + (x0**2 - x1 + x2**2 - x3)*4.399298,x9*(-0.12068114)*(x13 + 0.890401),3.477559,0.99676526,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x4 + (x0**2 - x1)*4.978698 + (x2**2 - x3)*2.97124,x22*(-0.16671023),1.2915021,0.90203744,2,52,6,"[np.int64(1), np.int64(3), np.int64(4), np.int64(26), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(26), np.int64(50), np.int64(51)]"
x4 + (x2**2 - x3 + (x0**2 - x1)*1.6735132)*3.0056832,(x13*(x10 - x18**2) + x8)*0.11384014,1.254786,0.8681498,3,53,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x4 + (x0**2 - x1)*4.956946 + (x2**2 - x3)*3.0378547,(0.0193909635420736*x17**4)*x6,1.3383291,1.0518379,2,52,6,"[np.int64(1), np.int64(3), np.int64(4), np.int64(42), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(42), np.int64(50), np.int64(51)]"
x4 + (x0**2 - x1)*4.9870796 + 2.996434*(x2**2 - x3),x26*x12*0.15849185,1.2822126,0.8127648,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x0**2*5.069325 - x1 + (-x1 + x2**2 - x3)*3.5142853,((x17**2 - x26)**2 - 6.997283)*x48*0.02358836,3.1239645,0.8696883,3,53,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x0**2 - x1 + (x0**2 - x1 + x2**2 - x3)*3.4554582,(x14 - x38 + x44 + x47**2)*x0*0.08743029,3.0599186,0.89185554,3,53,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
(-x3 - (0.9125707 - x2**2) + (x0**2 - x1)*1.6758707 + 0.92497855)*3.0093274,-0.0778757709432144*x27 + 0.0778757709432144*(x20 + x49)*(x27 + 1.5167896) - 0.104179846731973,2.1876953,0.94543993,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x4 + (x0**2 - (x1 - 0.58844603071757*x2**2))*4.9747357 - (x3 + x3 + x3),(-x25 + x27*(2.1068807 - x10**2))*0.10121249,1.3049737,1.01764,3,53,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(52)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(52)]"
x3 + x3 + x4 + (x0**2 - x1 + x2**2*0.5983946 - x3)*4.9947863,x45*x14*x16*x35*0.2004825,1.1054577,0.9112165,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
-(-x4 + (x2**2 - x3 + (x0**2 - x1)*1.6885848)*(-2.9747047)) - 0.023643985,(x30 + x6**2)*x46*(x8 - (-x17 + x44))*(-0.08295777),1.1955874,1.0682847,3,53,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x0**2*4.995113 + x4 + (x1*(-1.6442251) + x2**2 - x3)*3.0210378,x33*(x4*(-x17 + x4) - (x31 + 1.7348422))*0.119651616,1.1631823,0.920357,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
x4 + (x0**2 - x1)*5.007103 + (x2**2 - x3)*2.9542875,(x31**2*x47**2)*(-0.067195624),1.3328077,0.9840236,4,54,7,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52), np.int64(53)]",[np.int64(52)],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51), np.int64(52), np.int64(53)]"
x4 + (x0**2 - x1)*5.0132184 + 2.9901586*(x2**2 - x3),(-x36 + x48 + (x16 + x26)**2 - 2.2829473)*0.093942784,1.119066,0.90395373,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
-2.0282385*(x2**2 - x3) + (x0**2 + x2**2 - (x1 + x3))*5.023636,x4*0.157533*x6,2.4055192,0.82474166,2,52,5,"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(3), np.int64(4), np.int64(50), np.int64(51)]"
